adminPcode,name,male_population_2015,female_population_2015,population_2015,crude_birth_rate_2015,male_population_2016,female_population_2016,population_2016,crude_birth_rate_2016,male_population_2017,female_population_2017,population_2017,crude_birth_rate_2017,male_population_2018,female_population_2018,population_2018,crude_birth_rate_2018,male_population_2019,female_population_2019,population_2019,crude_birth_rate_2019,male_population_2020,female_population_2020,population_2020,crude_birth_rate_2020,male_population_2021,female_population_2021,population_2021,crude_birth_rate_2021,male_population_2022,female_population_2022,population_2022,crude_birth_rate_2022,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023,male_population_2024,female_population_2024,population_2024,crude_birth_rate_2024
UG47212,NAMBALE,10000,10000,20000,36.1
UG48222,KAKIRA TOWN COUNCIL,10000,10000,20000,36.1
UG48231,JINJA CENTRAL,10000,10000,20000,36.1
UG48232,WALUKUBA/MASESE,10000,10000,20000,36.1
UG48245,BUYENGO,10000,10000,20000,36.1
UG48242,BUTAGAYA,10000,10000,20000,36.1
UG48241,BUDONDO,10000,10000,20000,36.1
UG48221,BUSEDDE,10000,10000,20000,36.1
UG48244,BUWENGE TOWN COUNCIL,10000,10000,20000,36.1
UG48243,BUWENGE,10000,10000,20000,36.1
UG48223,MAFUBIRA,10000,10000,20000,36.1
UG48224,BUGEMBE TOWN COUNCIL,10000,10000,20000,36.1
UG4642032,NANSOLOLO,10000,10000,20000,36.1
UG46413213,BULUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG46413210,NAMWIWA TOWN COUNCIL,10000,10000,20000,36.1
UG4641326,KALIRO TOWN COUNCIL,10000,10000,20000,36.1
UG4642035,NAWAIKOKE,10000,10000,20000,36.1
UG4642031,BUKAMBA,10000,10000,20000,36.1
UG4641322,GADUMIRE,10000,10000,20000,36.1
UG4641321,BUMANYA,10000,10000,20000,36.1
UG4642033,NAWAIKOKE TOWN COUNCIL,10000,10000,20000,36.1
UG4641327,BUYINDA,10000,10000,20000,36.1
UG4641323,NAMUGONGO,10000,10000,20000,36.1
UG46413212,BUDOMERO,10000,10000,20000,36.1
UG4641328,KASOKWE,10000,10000,20000,36.1
UG4641324,NAMWIWA,10000,10000,20000,36.1
UG4641329,KISINDA,10000,10000,20000,36.1
UG413392,BUTANSI,10000,10000,20000,36.1
UG4132381,NORTHERN DIVISION,10000,10000,20000,36.1
UG413394,NAMWENDWA,10000,10000,20000,36.1
UG4132382,SOUTHERN DIVISION,10000,10000,20000,36.1
UG413395,NAMWENDWA TOWN COUNCIL,10000,10000,20000,36.1
UG413409,KASAMBIRA TOWN COUNCIL,10000,10000,20000,36.1
UG413396,KAGUMBA,10000,10000,20000,36.1
UG4134010,NAWANYAGO TOWN COUNCIL,10000,10000,20000,36.1
UG413402,KISOZI,10000,10000,20000,36.1
UG413405,WANKOLE,10000,10000,20000,36.1
UG413407,KISOZI TOWN COUNCIL,10000,10000,20000,36.1
UG413393,NABWIGULU,10000,10000,20000,36.1
UG413401,BUGULUMBYA,10000,10000,20000,36.1
UG413404,NAWANYAGO,10000,10000,20000,36.1
UG413406,MAGOGO,10000,10000,20000,36.1
UG413391,BULOPA,10000,10000,20000,36.1
UG413408,MBULAMUTI TOWN COUNCIL,10000,10000,20000,36.1
UG413403,MBULAMUTI,10000,10000,20000,36.1
UG414426,CHEMA,10000,10000,20000,36.1
UG4144213,MUNARYA,10000,10000,20000,36.1
UG4142393,WEST DIVISION,10000,10000,20000,36.1
UG414423,KASEREM,10000,10000,20000,36.1
UG414427,KAWOWO,10000,10000,20000,36.1
UG4142392,EAST DIVISION,10000,10000,20000,36.1
UG4144214,AMUKOL,10000,10000,20000,36.1
UG4144215,CHEPTERECH,10000,10000,20000,36.1
UG414429,KABEYWA,10000,10000,20000,36.1
UG4142391,CENTRAL DIVISION,10000,10000,20000,36.1
UG414428,GAMOGO,10000,10000,20000,36.1
UG414422,KAPTANYA,10000,10000,20000,36.1
UG4144211,KAPSINDA,10000,10000,20000,36.1
UG414424,SIPI,10000,10000,20000,36.1
UG4144216,SIPI TOWN COUNCIL,10000,10000,20000,36.1
UG41028610,KIBUKU TOWN COUNCIL,10000,10000,20000,36.1
UG410221211,BULANGIRA TOWN COUNCIL,10000,10000,20000,36.1
UG41022127,GOLI-GOLI,10000,10000,20000,36.1
UG41028612,KITUTI,10000,10000,20000,36.1
UG4102869,KASASIRA,10000,10000,20000,36.1
UG41022121,BULANGIRA,10000,10000,20000,36.1
UG41028614,NANKODO,10000,10000,20000,36.1
UG41022125,KAGUMU,10000,10000,20000,36.1
UG41022124,NANDERE,10000,10000,20000,36.1
UG41022126,KIRIKA,10000,10000,20000,36.1
UG410221212,KENKEBU,10000,10000,20000,36.1
UG41022129,NABISWA,10000,10000,20000,36.1
UG41028611,TIRINYI TOWN COUNCIL,10000,10000,20000,36.1
UG410221210,KADAMA TOWN COUNCIL,10000,10000,20000,36.1
UG4102867,TIRINYI,10000,10000,20000,36.1
UG4102862,BUSETA,10000,10000,20000,36.1
UG4102864,KIBUKU,10000,10000,20000,36.1
UG41022122,KAKUTU,10000,10000,20000,36.1
UG41028613,LWATAMA,10000,10000,20000,36.1
UG41022128,KABWERI,10000,10000,20000,36.1
UG41028615,KASASIRA TOWN COUNCIL,10000,10000,20000,36.1
UG41022123,KADAMA,10000,10000,20000,36.1
UG4104417,GREEK RIVER,10000,10000,20000,36.1
UG4104418,KAPTUM,10000,10000,20000,36.1
UG4104414,NGENGE,10000,10000,20000,36.1
UG4104415,KWANYIY,10000,10000,20000,36.1
UG4104416,KWOSIR,10000,10000,20000,36.1
UG41044118,TUIKAT,10000,10000,20000,36.1
UG41044115,KAPKWATA,10000,10000,20000,36.1
UG4104412,BINYINY,10000,10000,20000,36.1
UG41044111,BINYINY TOWN COUNCIL,10000,10000,20000,36.1
UG41044113,KAPRORON TOWN COUNCIL,10000,10000,20000,36.1
UG41044116,KASEKO,10000,10000,20000,36.1
UG41044112,KAPTOYOY,10000,10000,20000,36.1
UG41044110,MOYOK,10000,10000,20000,36.1
UG4104419,KITAWOI,10000,10000,20000,36.1
UG41044114,CHEPSUKUNYA TOWN COUNCIL,10000,10000,20000,36.1
UG41044117,SUNDET,10000,10000,20000,36.1
UG4104413,KAPRORON,10000,10000,20000,36.1
UG4104411,BENET,10000,10000,20000,36.1
UG4942271,BUKANGA,10000,10000,20000,36.1
UG4942275,IRONGO,10000,10000,20000,36.1
UG4941663,BULONGO,10000,10000,20000,36.1
UG4941662,BUKOOMA,10000,10000,20000,36.1
UG4941664,IKUMBYA,10000,10000,20000,36.1
UG4941668,LUUKA TOWN COUNCIL,10000,10000,20000,36.1
UG4942276,NAWAMPITI,10000,10000,20000,36.1
UG4942277,WAIBUGA,10000,10000,20000,36.1
UG46713623,LWANJUSI,10000,10000,20000,36.1
UG46713615,BUKHOFU,10000,10000,20000,36.1
UG4671361,BUGOBERO,10000,10000,20000,36.1
UG46713621,BUWANGANI TOWN COUNCIL,10000,10000,20000,36.1
UG4671364,KAATO,10000,10000,20000,36.1
UG46713617,BUNABUTSALE,10000,10000,20000,36.1
UG46713625,BUTOOTO,10000,10000,20000,36.1
UG46713629,KIMALULI,10000,10000,20000,36.1
UG4671368,BUNABWANA,10000,10000,20000,36.1
UG46713616,MAEFE,10000,10000,20000,36.1
UG4671367,BUKUSU,10000,10000,20000,36.1
UG4671366,MANAFWA TOWN COUNCIL,10000,10000,20000,36.1
UG4671369,BUSUKUYA,10000,10000,20000,36.1
UG46713610,BUTTA,10000,10000,20000,36.1
UG46713613,NALONDO,10000,10000,20000,36.1
UG46713618,MAKENYA,10000,10000,20000,36.1
UG46713622,BUTIRU TOWN COUNCIL,10000,10000,20000,36.1
UG46713612,SISUNI,10000,10000,20000,36.1
UG46713620,BUYINZA TOWN COUNCIL,10000,10000,20000,36.1
UG4671363,BUWAGOGO,10000,10000,20000,36.1
UG46713619,BUKHADALA,10000,10000,20000,36.1
UG4671365,SIBANGA,10000,10000,20000,36.1
UG46713611,KHABUTOOLA,10000,10000,20000,36.1
UG46713627,BUKOMA,10000,10000,20000,36.1
UG46713628,MAYANZA,10000,10000,20000,36.1
UG46713624,NANGALWE,10000,10000,20000,36.1
UG46713626,BUKEWA,10000,10000,20000,36.1
UG46713614,WESWA,10000,10000,20000,36.1
UG4671362,BUTIRU,10000,10000,20000,36.1
UG4491101,KITYERERA,10000,10000,20000,36.1
UG4491106,MAGAMAGA TOWN COUNCIL,10000,10000,20000,36.1
UG4491104,MPUNGWE,10000,10000,20000,36.1
UG4491102,MALONGO,10000,10000,20000,36.1
UG4491103,MAYUGE TOWN COUNCIL,10000,10000,20000,36.1
UG4491105,WAIRASA,10000,10000,20000,36.1
UG426649,NAKALOKE TOWN COUNCIL,10000,10000,20000,36.1
UG426644,NAMANYONYI,10000,10000,20000,36.1
UG4266414,NAUYO-BUGEMA TOWN COUNCIL,10000,10000,20000,36.1
UG426648,LWASSO,10000,10000,20000,36.1
UG426646,NAMBALE,10000,10000,20000,36.1
UG426647,BUKASAKYA,10000,10000,20000,36.1
UG426643,NAKALOKE,10000,10000,20000,36.1
UG4266413,BUSIU TOWN COUNCIL,10000,10000,20000,36.1
UG426645,WANALE,10000,10000,20000,36.1
UG4266412,NABUMALI TOWN COUNCIL,10000,10000,20000,36.1
UG4266410,NYONDO,10000,10000,20000,36.1
UG426651,INDUSTRIAL BOROUGH,10000,10000,20000,36.1
UG426652,NORTHERN BOROUGH,10000,10000,20000,36.1
UG426641,BUKHIENDE,10000,10000,20000,36.1
UG4266411,JEWA TOWN COUNCIL,10000,10000,20000,36.1
UG426642,BUNGOKHO,10000,10000,20000,36.1
UG426653,WANALE BOROUGH,10000,10000,20000,36.1
UG4266415,BUNAMBUTYE,10000,10000,20000,36.1
UG4951674,BANDA TOWN COUNCIL,10000,10000,20000,36.1
UG4951914,SIGULU ISLANDS,10000,10000,20000,36.1
UG4951911,BUKANA,10000,10000,20000,36.1
UG4951671,BANDA,10000,10000,20000,36.1
UG4951672,BUSWALE,10000,10000,20000,36.1
UG4951673,BUYINJA,10000,10000,20000,36.1
UG4951675,MUTUMBA,10000,10000,20000,36.1
UG4951678,MUTUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG4951677,NAMAYINGO TOWN COUNCIL,10000,10000,20000,36.1
UG4951676,BUHEMBA,10000,10000,20000,36.1
UG4951912,LOLWE,10000,10000,20000,36.1
UG47514611,BUGOBI TOWN COUNCIL,10000,10000,20000,36.1
UG4751466,NSINZE,10000,10000,20000,36.1
UG4751469,KIZUBA,10000,10000,20000,36.1
UG47514610,NAWAIKONA,10000,10000,20000,36.1
UG47514614,KIWANYI,10000,10000,20000,36.1
UG4751461,BULANGE,10000,10000,20000,36.1
UG4752015,KIBALE TOWN COUNCIL,10000,10000,20000,36.1
UG4752011,NABWEYO,10000,10000,20000,36.1
UG47514612,MAZUBA,10000,10000,20000,36.1
UG4752013,KIBAALE,10000,10000,20000,36.1
UG4752014,NANGONDE,10000,10000,20000,36.1
UG4752012,IVUKULA,10000,10000,20000,36.1
UG4751467,NAMUTUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG4751464,MAGADA,10000,10000,20000,36.1
UG4751468,KAGULU,10000,10000,20000,36.1
UG4751465,NAMUTUMBA,10000,10000,20000,36.1
UG47514613,BUGOBI,10000,10000,20000,36.1
UG4511135,ZESUI,10000,10000,20000,36.1
UG4511137,BUNYAFWA,10000,10000,20000,36.1
UG45111311,LULENA,10000,10000,20000,36.1
UG4511132,BUYOBO,10000,10000,20000,36.1
UG4511133,BUTEZA,10000,10000,20000,36.1
UG45111316,NAMUGABWE,10000,10000,20000,36.1
UG4511131,BUWALASI,10000,10000,20000,36.1
UG4511138,MASABA,10000,10000,20000,36.1
UG45111314,LEGENYA,10000,10000,20000,36.1
UG45111313,BUSIITA,10000,10000,20000,36.1
UG4511134,BUTANDIGA,10000,10000,20000,36.1
UG4511139,NALUSALA,10000,10000,20000,36.1
UG45111315,BUMULISHA,10000,10000,20000,36.1
UG45111312,BUMALIMBA,10000,10000,20000,36.1
UG4511136,BUKIYI,10000,10000,20000,36.1
UG45111310,MAFUDU,10000,10000,20000,36.1
UG45111318,NAMAGULI,10000,10000,20000,36.1
UG45111317,KIKOBERO,10000,10000,20000,36.1
UG439971,KIREWA,10000,10000,20000,36.1
UG439972,MULANDA,10000,10000,20000,36.1
UG439958,KAYORO,10000,10000,20000,36.1
UG439979,SONI,10000,10000,20000,36.1
UG4392372,MOLO,10000,10000,20000,36.1
UG439954,OSUKURU,10000,10000,20000,36.1
UG4399711,MWELLO,10000,10000,20000,36.1
UG4399510,KALAIT,10000,10000,20000,36.1
UG4399710,NYANGOLE,10000,10000,20000,36.1
UG439978,KATAJULA,10000,10000,20000,36.1
UG439951,KWAPA,10000,10000,20000,36.1
UG4392371,APETAI,10000,10000,20000,36.1
UG439955,MELLA,10000,10000,20000,36.1
UG439959,MORUKATIPE,10000,10000,20000,36.1
UG439974,RUBONGI,10000,10000,20000,36.1
UG439977,SOPSOP,10000,10000,20000,36.1
UG4392376,MERIKIT,10000,10000,20000,36.1
UG439962,TORORO WESTERN,10000,10000,20000,36.1
UG4392374,AKADOT,10000,10000,20000,36.1
UG439957,MALABA TOWN COUNCIL,10000,10000,20000,36.1
UG4392373,MUKUJU,10000,10000,20000,36.1
UG439961,TORORO EASTERN,10000,10000,20000,36.1
UG439975,PETTA,10000,10000,20000,36.1
UG439976,NAGONGERA TOWN COUNCIL,10000,10000,20000,36.1
UG439973,NAGONGERA,10000,10000,20000,36.1
UG512725,ABONGOMOLA,10000,10000,20000,36.1
UG5127211,ATONGTIDI,10000,10000,20000,36.1
UG512721,ADUKU,10000,10000,20000,36.1
UG512722,CAWENTE,10000,10000,20000,36.1
UG512727,AYABI TOWN COUNCIL,10000,10000,20000,36.1
UG512723,INOMO,10000,10000,20000,36.1
UG512728,INOMO TOWN COUNCIL,10000,10000,20000,36.1
UG5127210,AYABI,10000,10000,20000,36.1
UG512724,NAMBIESO,10000,10000,20000,36.1
UG512729,AKALI,10000,10000,20000,36.1
UG512726,ADUKU TOWN COUNCIL,10000,10000,20000,36.1
UG51332254,RHINO CAMP,10000,10000,20000,36.1
UG51332255,RIGBO,10000,10000,20000,36.1
UG51332252,OGOKO,10000,10000,20000,36.1
UG513361,OFFAKA,10000,10000,20000,36.1
UG513363,OKOLLO,10000,10000,20000,36.1
UG513368,ANYIRIBU,10000,10000,20000,36.1
UG513322510,EWANGA,10000,10000,20000,36.1
UG51332259,PAWOR,10000,10000,20000,36.1
UG513366,ULEPPI,10000,10000,20000,36.1
UG5134726,EWAFA,10000,10000,20000,36.1
UG5134721,ALIBA,10000,10000,20000,36.1
UG5134724,OBONGI TOWN COUNCIL,10000,10000,20000,36.1
UG5134723,ITULA,10000,10000,20000,36.1
UG5134725,PALORINYA,10000,10000,20000,36.1
UG5134722,GIMARA,10000,10000,20000,36.1
UG51218010,POKWERO,10000,10000,20000,36.1
UG5121803,PANYANGO,10000,10000,20000,36.1
UG5121807,PANYIMUR TOWN COUNCIL,10000,10000,20000,36.1
UG5121806,ALWI,10000,10000,20000,36.1
UG5121801,PAKWACH,10000,10000,20000,36.1
UG5121809,RAGEM,10000,10000,20000,36.1
UG5121804,PANYIMUR,10000,10000,20000,36.1
UG5121805,WADELAI,10000,10000,20000,36.1
UG5121802,PAKWACH TOWN COUNCIL,10000,10000,20000,36.1
UG5121808,DEI,10000,10000,20000,36.1
UG5401954,DZAIPI,10000,10000,20000,36.1
UG5401951,PAKELE TOWN COUNCIL,10000,10000,20000,36.1
UG5401958,ITIRIKWA,10000,10000,20000,36.1
UG5401955,OFUA,10000,10000,20000,36.1
UG5401956,PAKELE,10000,10000,20000,36.1
UG5401957,ARINYAPI,10000,10000,20000,36.1
UG540981,ADJUMANI TOWN COUNCIL,10000,10000,20000,36.1
UG540983,CIFORO,10000,10000,20000,36.1
UG540989,PACHARA,10000,10000,20000,36.1
UG540982,ADROPI,10000,10000,20000,36.1
UG5409810,UKUSIJONI,10000,10000,20000,36.1
UG5712212,ATIAK,10000,10000,20000,36.1
UG5712214,PABBO,10000,10000,20000,36.1
UG5711413,LAMOGI,10000,10000,20000,36.1
UG5711411,AMURU,10000,10000,20000,36.1
UG5711415,AMURU TOWN COUNCIL,10000,10000,20000,36.1
UG5712217,POGO,10000,10000,20000,36.1
UG5712213,ATIAK TOWN COUNCIL,10000,10000,20000,36.1
UG5712215,PABBO TOWN COUNCIL,10000,10000,20000,36.1
UG5711416,GURU GURU,10000,10000,20000,36.1
UG5711417,LAKANG,10000,10000,20000,36.1
UG5712216,OPARA,10000,10000,20000,36.1
UG5711418,LAYIMA,10000,10000,20000,36.1
UG5712211,ELEGU TOWN COUNCIL,10000,10000,20000,36.1
UG5135,IBUJE,10000,10000,20000,36.1
UG5131,AKOKORO,10000,10000,20000,36.1
UG5132,APAC,10000,10000,20000,36.1
UG5139,AKOKORO TOWN COUNCIL,10000,10000,20000,36.1
UG512514,AROCHA DIVISION,10000,10000,20000,36.1
UG5136,IBUJE TOWN COUNCIL,10000,10000,20000,36.1
UG5137,TE-BOKE,10000,10000,20000,36.1
UG5138,APOI,10000,10000,20000,36.1
UG512513,AGULLU DIVISION,10000,10000,20000,36.1
UG512512,AKERE DIVISION,10000,10000,20000,36.1
UG512511,ATIK DIVISION,10000,10000,20000,36.1
UG521492,BELEAFE,10000,10000,20000,36.1
UG522354,OMUGO,10000,10000,20000,36.1
UG5251,ADUMI,10000,10000,20000,36.1
UG5242,OLI RIVER,10000,10000,20000,36.1
UG5257,AYIVUNI,10000,10000,20000,36.1
UG5255,MANIBE,10000,10000,20000,36.1
UG5253,OLUKO,10000,10000,20000,36.1
UG5256,DADAMU,10000,10000,20000,36.1
UG5273,LOGIRI,10000,10000,20000,36.1
UG5252,AROI,10000,10000,20000,36.1
UG5274,VURRA,10000,10000,20000,36.1
UG5241,ARUA HILL,10000,10000,20000,36.1
UG5272,ARIVU,10000,10000,20000,36.1
UG5271,AJIA,10000,10000,20000,36.1
UG521493,KATRINI,10000,10000,20000,36.1
UG521491,AII-VU/AJIVU,10000,10000,20000,36.1
UG5254,PAJULU,10000,10000,20000,36.1
UG522355,ODUPI,10000,10000,20000,36.1
UG522356,URIAMA,10000,10000,20000,36.1
UG55159,OWALO,10000,10000,20000,36.1
UG55154,PALARO,10000,10000,20000,36.1
UG551511,PAIBONA,10000,10000,20000,36.1
UG55153,PAICHO,10000,10000,20000,36.1
UG551510,OWOO,10000,10000,20000,36.1
UG55156,UNYAMA,10000,10000,20000,36.1
UG55162,LAROO,10000,10000,20000,36.1
UG55161,BAR-DEGE,10000,10000,20000,36.1
UG55158,OMEL,10000,10000,20000,36.1
UG55157,LALIYA,10000,10000,20000,36.1
UG55155,PATIKO,10000,10000,20000,36.1
UG55163,LAYIBI,10000,10000,20000,36.1
UG55152,BUNGATIRA,10000,10000,20000,36.1
UG55151,AWACH,10000,10000,20000,36.1
UG55164,PECE,10000,10000,20000,36.1
UG551512,PUKONY,10000,10000,20000,36.1
UG5192421,CENTRAL DIVISION,10000,10000,20000,36.1
UG5192069,OMIYA-ANYIMA WEST,10000,10000,20000,36.1
UG5192067,OROM,10000,10000,20000,36.1
UG519509,AKWANG,10000,10000,20000,36.1
UG5192061,NAMOKORA TOWN COUNCIL,10000,10000,20000,36.1
UG519501,KITGUM MATIDI,10000,10000,20000,36.1
UG5192065,MUCHWINI,10000,10000,20000,36.1
UG5192422,PANDWONG DIVISION,10000,10000,20000,36.1
UG5195012,LALANO,10000,10000,20000,36.1
UG5192066,NAM-OKORA,10000,10000,20000,36.1
UG5192064,MUCHWINI WEST,10000,10000,20000,36.1
UG5192063,MUCHWINI EAST,10000,10000,20000,36.1
UG51920610,OMIYA-ANYIMA,10000,10000,20000,36.1
UG5192062,KITENY,10000,10000,20000,36.1
UG519508,LAGORO,10000,10000,20000,36.1
UG51920611,OROM EAST,10000,10000,20000,36.1
UG519504,LABONGO-AMIDA,10000,10000,20000,36.1
UG5195013,LABONGO-AMIDA WEST,10000,10000,20000,36.1
UG5192068,NAM-OKORA NORTH,10000,10000,20000,36.1
UG519503,LABONGO-LAYAMO,10000,10000,20000,36.1
UG5192423,PAGER DIVISION,10000,10000,20000,36.1
UG5195011,KITGUM MATIDI TOWN COUNCIL,10000,10000,20000,36.1
UG5661355,KULUBA,10000,10000,20000,36.1
UG5662432,SOUTH DIVISION,10000,10000,20000,36.1
UG5661352,LOBULE,10000,10000,20000,36.1
UG5662223,LUDARA,10000,10000,20000,36.1
UG5662226,ABUKU,10000,10000,20000,36.1
UG5661354,MIDIA,10000,10000,20000,36.1
UG5662431,NORTH DIVISION,10000,10000,20000,36.1
UG5661357,DRANYA,10000,10000,20000,36.1
UG5662433,WESTERN DIVISION,10000,10000,20000,36.1
UG51032233,ALITO,10000,10000,20000,36.1
UG510314,AYER,10000,10000,20000,36.1
UG51032231,ABOKE,10000,10000,20000,36.1
UG510315,BALA,10000,10000,20000,36.1
UG510319,AKALO TOWN COUNCIL,10000,10000,20000,36.1
UG510312,AKALO,10000,10000,20000,36.1
UG510318,BALA TOWN COUNCIL,10000,10000,20000,36.1
UG51032234,ABOKE TOWN COUNCIL,10000,10000,20000,36.1
UG51032232,OKWERODOT,10000,10000,20000,36.1
UG51032235,ALITO TOWN COUNCIL,10000,10000,20000,36.1
UG510316,KOLE TOWN COUNCIL,10000,10000,20000,36.1
UG58515713,PALABEK ABERA,10000,10000,20000,36.1
UG5851574,PADIBE EAST,10000,10000,20000,36.1
UG5851575,PALABEK-GEM,10000,10000,20000,36.1
UG58515714,PALABEK NYIMUR,10000,10000,20000,36.1
UG5851576,PALABEK-KAL,10000,10000,20000,36.1
UG5851571,AGORO,10000,10000,20000,36.1
UG5851572,LOKUNG,10000,10000,20000,36.1
UG58515717,LOKUNG EAST,10000,10000,20000,36.1
UG5851579,OGILI,10000,10000,20000,36.1
UG5851573,MADI-OPEI,10000,10000,20000,36.1
UG5851577,PALOGA,10000,10000,20000,36.1
UG5851578,PADIBE WEST,10000,10000,20000,36.1
UG58515715,ACEBA,10000,10000,20000,36.1
UG58515711,PADIBE TOWN COUNCIL,10000,10000,20000,36.1
UG58515710,LAMWO TOWN COUNCIL,10000,10000,20000,36.1
UG58515716,KATUM,10000,10000,20000,36.1
UG58515712,POTIKA,10000,10000,20000,36.1
UG5221588,IWAL,10000,10000,20000,36.1
UG5221581,AROMO,10000,10000,20000,36.1
UG5221583,OGUR,10000,10000,20000,36.1
UG5221586,AYAMI,10000,10000,20000,36.1
UG5221589,WIODYEK,10000,10000,20000,36.1
UG5221587,ITEK,10000,10000,20000,36.1
UG5221584,AGWENG,10000,10000,20000,36.1
UG5221585,NGETTA,10000,10000,20000,36.1
UG5221582,LIRA,10000,10000,20000,36.1
UG522544,RAILWAYS,10000,10000,20000,36.1
UG522541,ADYEL,10000,10000,20000,36.1
UG522543,OJWINA,10000,10000,20000,36.1
UG522542,LIRA CENTRAL,10000,10000,20000,36.1
UG5771486,OLUFE,10000,10000,20000,36.1
UG57714810,AWIZIRU,10000,10000,20000,36.1
UG5771484,OLUVU,10000,10000,20000,36.1
UG5772281,AJIRA,10000,10000,20000,36.1
UG5772283,OLEBA,10000,10000,20000,36.1
UG57714812,OKOKORO TOWN COUNCIL,10000,10000,20000,36.1
UG5772282,NYADRI,10000,10000,20000,36.1
UG5771489,OBIBA,10000,10000,20000,36.1
UG57722810,DRAMBU,10000,10000,20000,36.1
UG5772285,YIVU,10000,10000,20000,36.1
UG5772287,TARA,10000,10000,20000,36.1
UG5772288,MARACHA TOWN COUNCIL,10000,10000,20000,36.1
UG5772289,NYADRI SOUTH,10000,10000,20000,36.1
UG5772286,ALIKUA,10000,10000,20000,36.1
UG5771481,KIJOMORO,10000,10000,20000,36.1
UG5772284,PARANGA,10000,10000,20000,36.1
UG57714811,OVUJO TOWN COUNCIL,10000,10000,20000,36.1
UG529737,OTCE,10000,10000,20000,36.1
UG529732,LEFORI,10000,10000,20000,36.1
UG529733,METU,10000,10000,20000,36.1
UG529736,LAROPI,10000,10000,20000,36.1
UG529734,MOYO,10000,10000,20000,36.1
UG529731,DUFILE,10000,10000,20000,36.1
UG529735,MOYO TOWN COUNCIL,10000,10000,20000,36.1
UG529738,ALURU,10000,10000,20000,36.1
UG533819,NDHEW,10000,10000,20000,36.1
UG533813,KUCWINY,10000,10000,20000,36.1
UG5338114,PADWOT,10000,10000,20000,36.1
UG533816,NYARAVUR,10000,10000,20000,36.1
UG5332521,ABINDU DIVISION,10000,10000,20000,36.1
UG5338111,JUPANGIRA,10000,10000,20000,36.1
UG5338112,ALALA,10000,10000,20000,36.1
UG5338113,ACANA,10000,10000,20000,36.1
UG533812,ERUSSI,10000,10000,20000,36.1
UG533811,AKWORO,10000,10000,20000,36.1
UG533818,ATEGO,10000,10000,20000,36.1
UG5332522,CENTRAL DIVISION,10000,10000,20000,36.1
UG5332523,THATHA DIVISION,10000,10000,20000,36.1
UG533814,NEBBI,10000,10000,20000,36.1
UG5338110,PAROMBO TOWN COUNCIL,10000,10000,20000,36.1
UG533817,PAROMBO,10000,10000,20000,36.1
UG51101429,PAMINYAI,10000,10000,20000,36.1
UG51101423,KOCH-GOMA,10000,10000,20000,36.1
UG51101428,LUNGULU,10000,10000,20000,36.1
UG51101422,ANAKA (PAYIRA),10000,10000,20000,36.1
UG51101425,NWOYA TOWN COUNCIL,10000,10000,20000,36.1
UG511014211,KOCH GOMA TOWN COUNCIL,10000,10000,20000,36.1
UG51101426,GOT APWOYO,10000,10000,20000,36.1
UG51101421,ALERO,10000,10000,20000,36.1
UG51101424,PURONGO,10000,10000,20000,36.1
UG511014210,PURONGO TOWN COUNCIL,10000,10000,20000,36.1
UG51101427,LII,10000,10000,20000,36.1
UG5115177,OMORO TOWN COUNCIL,10000,10000,20000,36.1
UG5115174,LALOGI,10000,10000,20000,36.1
UG51152364,LABORA,10000,10000,20000,36.1
UG51152362,KORO,10000,10000,20000,36.1
UG51152366,ONGAKO,10000,10000,20000,36.1
UG5115172,AKIDI,10000,10000,20000,36.1
UG5115176,LAKWAYA,10000,10000,20000,36.1
UG51152365,ABUGA,10000,10000,20000,36.1
UG5115178,ORAPWOYO,10000,10000,20000,36.1
UG5115171,ACET TOWN COUNCIL,10000,10000,20000,36.1
UG51152367,AREMO,10000,10000,20000,36.1
UG51152363,PALENGA TOWN COUNCIL,10000,10000,20000,36.1
UG5115175,ODEK,10000,10000,20000,36.1
UG51152361,BOBI,10000,10000,20000,36.1
UG5115173,LAKWANA,10000,10000,20000,36.1
UG5761473,NGAI,10000,10000,20000,36.1
UG5761478,MINAKULU TOWN COUNCIL,10000,10000,20000,36.1
UG5761472,LORO,10000,10000,20000,36.1
UG5761475,OYAM TOWN COUNCIL,10000,10000,20000,36.1
UG5761471,ACHABA,10000,10000,20000,36.1
UG5761476,KAMDINI TOWN COUNCIL,10000,10000,20000,36.1
UG5761477,LORO TOWN COUNCIL,10000,10000,20000,36.1
UG5761474,OTWAL,10000,10000,20000,36.1
UG5501127,PURANGA,10000,10000,20000,36.1
UG55019912,ATANGA TOWN COUNCIL,10000,10000,20000,36.1
UG5501993,POROGALI,10000,10000,20000,36.1
UG5501998,BONGTIKO,10000,10000,20000,36.1
UG5501995,PAJULE,10000,10000,20000,36.1
UG55019910,ANGAGURA,10000,10000,20000,36.1
UG5501999,LAPUL,10000,10000,20000,36.1
UG5501992,ATANGA,10000,10000,20000,36.1
UG5501997,AJAN,10000,10000,20000,36.1
UG55011212,OGOM,10000,10000,20000,36.1
UG5501128,PADER TOWN COUNCIL,10000,10000,20000,36.1
UG55011213,TE-NAM,10000,10000,20000,36.1
UG5501991,ACHOLI-BUR,10000,10000,20000,36.1
