adminPcode,name,male_population_2015,female_population_2015,population_2015,crude_birth_rate_2015,male_population_2016,female_population_2016,population_2016,crude_birth_rate_2016,male_population_2017,female_population_2017,population_2017,crude_birth_rate_2017,male_population_2018,female_population_2018,population_2018,crude_birth_rate_2018,male_population_2019,female_population_2019,population_2019,crude_birth_rate_2019,male_population_2020,female_population_2020,population_2020,crude_birth_rate_2020,male_population_2021,female_population_2021,population_2021,crude_birth_rate_2021,male_population_2022,female_population_2022,population_2022,crude_birth_rate_2022,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023,male_population_2024,female_population_2024,population_2024,crude_birth_rate_2024
UG132798,NAKIFUMA-NAGGALAMA TOWN COUNCIL,10000,10000,20000,36.1
UG132782,NAKISUNGA,10000,10000,20000,36.1
UG132785,MPATTA,10000,10000,20000,36.1
UG132781,KOOME ISLANDS,10000,10000,20000,36.1
UG132794,NAGOJJE,10000,10000,20000,36.1
UG132791,KASAWO,10000,10000,20000,36.1
UG132788,NTENJERU-KISOGA TOWN COUNCIL,10000,10000,20000,36.1
UG132786,KATOSI TOWN COUNCIL,10000,10000,20000,36.1
UG132792,KIMENYEDDE,10000,10000,20000,36.1
UG132799,NAMATABA TOWN COUNCIL,10000,10000,20000,36.1
UG132784,NAMA,10000,10000,20000,36.1
UG132795,NAMUGANGA,10000,10000,20000,36.1
UG132796,NTUNDA,10000,10000,20000,36.1
UG132797,KASAWO TOWN COUNCIL,10000,10000,20000,36.1
UG1691392,KAPEEKA,10000,10000,20000,36.1
UG16913911,SEMUTO TOWN COUNCIL,10000,10000,20000,36.1
UG1691787,WAKYATO,10000,10000,20000,36.1
UG16917815,KITTO,10000,10000,20000,36.1
UG1691396,SEMUTO,10000,10000,20000,36.1
UG16917812,KIWOKO TOWN COUNCIL,10000,10000,20000,36.1
UG16917814,KINONI,10000,10000,20000,36.1
UG1691783,KIKAMULO,10000,10000,20000,36.1
UG1691394,NAKASEKE,10000,10000,20000,36.1
UG1691785,NGOMA,10000,10000,20000,36.1
UG1691391,KAASANGOMBE,10000,10000,20000,36.1
UG1691789,NAKASEKE BUTALANGU TOWN COUNCIL,10000,10000,20000,36.1
UG1691788,KINYOGOGA,10000,10000,20000,36.1
UG16917813,NGOMA TOWN COUNCIL,10000,10000,20000,36.1
UG16913910,NAKASEKE TOWN COUNCIL,10000,10000,20000,36.1
UG1441773,LWAMPANGA,10000,10000,20000,36.1
UG1441022,KALUNGI,10000,10000,20000,36.1
UG1441027,KALONGO,10000,10000,20000,36.1
UG1441021,KAKOOGE,10000,10000,20000,36.1
UG1441771,MIGYERA TOWN COUNCIL,10000,10000,20000,36.1
UG1441779,NAKITOMA,10000,10000,20000,36.1
UG1441774,NABISWERA,10000,10000,20000,36.1
UG1441026,NAKASONGOLA TOWN COUNCIL,10000,10000,20000,36.1
UG1441775,LWAMPANGA TOWN COUNCIL,10000,10000,20000,36.1
UG1441778,RWABYATA,10000,10000,20000,36.1
UG1441023,KAKOOGE TOWN COUNCIL,10000,10000,20000,36.1
UG1441025,WABINYONYI,10000,10000,20000,36.1
UG1441024,MAYIRIKITI TOWN COUNCIL,10000,10000,20000,36.1
UG1521142,WAKISO,10000,10000,20000,36.1
UG1521141,KYENGERA TOWN COUNCIL,10000,10000,20000,36.1
UG1521144,MENDE,10000,10000,20000,36.1
UG1522492,BUSUKUMA DIVISION,10000,10000,20000,36.1
UG1521162,KASANGATI TOWN COUNCIL,10000,10000,20000,36.1
UG1521146,MASULIITA TOWN COUNCIL,10000,10000,20000,36.1
UG1521151,DIVISION A,10000,10000,20000,36.1
UG1521143,WAKISO TOWN COUNCIL,10000,10000,20000,36.1
UG1522402,BWEYOGERERE DIVISION,10000,10000,20000,36.1
UG1522491,GOMBE DIVISION,10000,10000,20000,36.1
UG1522463,NDEJJE DIVISION,10000,10000,20000,36.1
UG1521145,NAMAYUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG1522461,MASAJJA DIVISION,10000,10000,20000,36.1
UG1522401,KIRA DIVISION,10000,10000,20000,36.1
UG1522462,BUNAMWAYA DIVISION,10000,10000,20000,36.1
UG1521152,DIVISION B,10000,10000,20000,36.1
UG1522403,NAMUGONGO DIVISION,10000,10000,20000,36.1
UG1522493,NABWERU DIVISION,10000,10000,20000,36.1
UG1522494,NANSANA DIVISION,10000,10000,20000,36.1
UG21311336,ENGARI,10000,10000,20000,36.1
UG21311337,NKUNGU,10000,10000,20000,36.1
UG213113310,MIGINA,10000,10000,20000,36.1
UG21311339,KYAMPANGARA,10000,10000,20000,36.1
UG21311333,KANONI,10000,10000,20000,36.1
UG21311335,RWEMIKOMA,10000,10000,20000,36.1
UG21311332,BURUNGA,10000,10000,20000,36.1
UG21311331,BUREMBA TOWN COUNCIL,10000,10000,20000,36.1
UG21311334,KAZO,10000,10000,20000,36.1
UG21311338,KAZO TOWN COUNCIL,10000,10000,20000,36.1
UG26513410,SANGA TOWN COUNCIL,10000,10000,20000,36.1
UG26513414,RWENSHANDE,10000,10000,20000,36.1
UG26513413,RWETAMU,10000,10000,20000,36.1
UG26513411,RUSHERE TOWN COUNCIL,10000,10000,20000,36.1
UG2651346,NYAKASHASHARA,10000,10000,20000,36.1
UG2651345,KINONI,10000,10000,20000,36.1
UG2651344,KIKATSI,10000,10000,20000,36.1
UG2652162,KASHONGI,10000,10000,20000,36.1
UG2652169,KITURA,10000,10000,20000,36.1
UG26513412,AKAYANJA,10000,10000,20000,36.1
UG2651343,KENSHUNGA,10000,10000,20000,36.1
UG2651341,KANYARYERU,10000,10000,20000,36.1
UG2651348,KIRUHURA TOWN COUNCIL,10000,10000,20000,36.1
UG2651347,SANGA,10000,10000,20000,36.1
UG2119885,KYEBE,10000,10000,20000,36.1
UG2119903,KASAALI TOWN COUNCIL,10000,10000,20000,36.1
UG2119906,LWANKONI,10000,10000,20000,36.1
UG2119901,KABIRA,10000,10000,20000,36.1
UG2119881,KAKUUTO,10000,10000,20000,36.1
UG2119884,MUTUKULA TOWN COUNCIL,10000,10000,20000,36.1
UG2119904,KIRUMBA,10000,10000,20000,36.1
UG2119882,KASASA,10000,10000,20000,36.1
UG2119902,KALISIZO,10000,10000,20000,36.1
UG2119908,KALISIZO TOWN COUNCIL,10000,10000,20000,36.1
UG2119907,NABIGASA,10000,10000,20000,36.1
UG2119886,NANGOMA,10000,10000,20000,36.1
UG2119905,KYOTERA TOWN COUNCIL,10000,10000,20000,36.1
UG2119883,KASENSERO TOWN COUNCIL,10000,10000,20000,36.1
UG2122281,BUKINDA,10000,10000,20000,36.1
UG2122284,RWAMUCUCU,10000,10000,20000,36.1
UG2122283,KASHAMBYA,10000,10000,20000,36.1
UG2122282,KAMWEZI,10000,10000,20000,36.1
UG2122286,MPARO TOWN COUNCIL,10000,10000,20000,36.1
UG2122285,MUHANGA TOWN COUNCIL,10000,10000,20000,36.1
UG2135684,NDEIJA,10000,10000,20000,36.1
UG2135683,MWIZI,10000,10000,20000,36.1
UG2135686,RUGANDO,10000,10000,20000,36.1
UG2135687,BUTERANIRO-NYEIHANGA TOWN COUNCIL,10000,10000,20000,36.1
UG2135681,BUGAMBA,10000,10000,20000,36.1
UG2135682,RWEIBOGO-KIBINGO TOWN COUNCIL,10000,10000,20000,36.1
UG2135688,KABURA TOWN COUNCIL,10000,10000,20000,36.1
UG2451034,NABITANGA,10000,10000,20000,36.1
UG2451033,KYEERA,10000,10000,20000,36.1
UG2452294,MIJWALA,10000,10000,20000,36.1
UG2451032,BULONGO,10000,10000,20000,36.1
UG2451043,MATEETE,10000,10000,20000,36.1
UG2451048,KATWE,10000,10000,20000,36.1
UG2452291,LUGUSULU,10000,10000,20000,36.1
UG2451042,LWEBITAKULI,10000,10000,20000,36.1
UG2451031,LWEMIYAGA,10000,10000,20000,36.1
UG24510410,NAKASENYI,10000,10000,20000,36.1
UG2452292,KAWANDA,10000,10000,20000,36.1
UG2452293,MABINDO,10000,10000,20000,36.1
UG2451035,NTUUSI TOWN COUNCIL,10000,10000,20000,36.1
UG2452295,SSEMBABULE TOWN COUNCIL,10000,10000,20000,36.1
UG2451049,MITETE,10000,10000,20000,36.1
UG2451046,MATEETE TOWN COUNCIL,10000,10000,20000,36.1
UG2452296,MITIMA,10000,10000,20000,36.1
UG2109103,KARUNGU,10000,10000,20000,36.1
UG2109107,NYAKISHANA,10000,10000,20000,36.1
UG2109105,BITSYA,10000,10000,20000,36.1
UG21091010,NYAKAZIBA TOWN COUNCIL,10000,10000,20000,36.1
UG21091013,BUHUNGA,10000,10000,20000,36.1
UG21091011,NYAKASHAKA TOWN COUNCIL,10000,10000,20000,36.1
UG2109101,BIHANGA,10000,10000,20000,36.1
UG2109109,KASHENYI-KAJANI TOWN COUNCIL,10000,10000,20000,36.1
UG2109108,NSIIKA TOWN COUNCIL,10000,10000,20000,36.1
UG2109106,ENGAJU,10000,10000,20000,36.1
UG2109104,RWENGWE,10000,10000,20000,36.1
UG2109102,BURERE,10000,10000,20000,36.1
UG21091012,KYAHENDA,10000,10000,20000,36.1
UG21091014,RUBENGYE,10000,10000,20000,36.1
UG298584,KITANDA,10000,10000,20000,36.1
UG2982003,KIBINGE,10000,10000,20000,36.1
UG298581,BIGASA,10000,10000,20000,36.1
UG2982002,BUTENGA,10000,10000,20000,36.1
UG298585,BUKOMANSIMBI TOWN COUNCIL,10000,10000,20000,36.1
UG298586,BUKANGO,10000,10000,20000,36.1
UG24125,IBAARE,10000,10000,20000,36.1
UG24121,KYAMUHUNGA TOWN COUNCIL,10000,10000,20000,36.1
UG24122,KYABUGIMBI,10000,10000,20000,36.1
UG24126,RUHUMURO,10000,10000,20000,36.1
UG24127,RWENTUHA TOWN COUNCIL,10000,10000,20000,36.1
UG24124,NYABUBARE,10000,10000,20000,36.1
UG241812,ISHAKA DIVISION,10000,10000,20000,36.1
UG24123,KYEIZOOBA,10000,10000,20000,36.1
UG241811,CENTRAL DIVISION,10000,10000,20000,36.1
UG241813,NYAKABIRIZI DIVISION,10000,10000,20000,36.1
UG2621303,NYAKITUNDA,10000,10000,20000,36.1
UG2621304,RUBOROGOTA,10000,10000,20000,36.1
UG2621306,RUHIIRA TOWN COUNCIL,10000,10000,20000,36.1
UG2621305,NYAMUYANJA,10000,10000,20000,36.1
UG2621291,ENDINZI,10000,10000,20000,36.1
UG2621298,ENDIINZI TOWN COUNCIL,10000,10000,20000,36.1
UG2621301,KABUYANDA,10000,10000,20000,36.1
UG26212910,RWANJOGYERA,10000,10000,20000,36.1
UG2621307,KAMUBEIZI TOWN COUNCIL,10000,10000,20000,36.1
UG2621295,MBAARE,10000,10000,20000,36.1
UG2621297,KAKAMBA,10000,10000,20000,36.1
UG2621293,NGARAMA,10000,10000,20000,36.1
UG26213011,RUYANGA,10000,10000,20000,36.1
UG2621302,KIKAGATE,10000,10000,20000,36.1
UG2621309,NTUNGU,10000,10000,20000,36.1
UG2621294,RUGAAGA,10000,10000,20000,36.1
UG2621299,BUGANGO TOWN COUNCIL,10000,10000,20000,36.1
UG2621292,KASHUMBA,10000,10000,20000,36.1
UG2621308,RWETANGO,10000,10000,20000,36.1
UG2621296,RUSHASHA,10000,10000,20000,36.1
UG26213010,KAMUBEIZI,10000,10000,20000,36.1
UG29263,RUBAYA,10000,10000,20000,36.1
UG29262,KITUMBA,10000,10000,20000,36.1
UG29264,MAZIBA,10000,10000,20000,36.1
UG29261,KAMUGANGUZI,10000,10000,20000,36.1
UG29266,RYAKARIMIRA TOWN COUNCIL,10000,10000,20000,36.1
UG29253,KABALE SOUTHERN,10000,10000,20000,36.1
UG29252,KABALE NORTHERN,10000,10000,20000,36.1
UG29268,KAHUNGYE,10000,10000,20000,36.1
UG29265,KATUNA TOWN COUNCIL,10000,10000,20000,36.1
UG29267,KIBUGA,10000,10000,20000,36.1
UG29251,KABALE CENTRAL,10000,10000,20000,36.1
UG211331,BUFUMIRA,10000,10000,20000,36.1
UG211323,MUGOYE,10000,10000,20000,36.1
UG211321,BUJUMBA,10000,10000,20000,36.1
UG211322,KALANGALA TOWN COUNCIL,10000,10000,20000,36.1
UG211332,BUBEKE,10000,10000,20000,36.1
UG211334,MAZINGA,10000,10000,20000,36.1
UG211333,KYAMUSWA,10000,10000,20000,36.1
UG2100603,LUKAYA TOWN COUNCIL,10000,10000,20000,36.1
UG2100602,LWABENGE,10000,10000,20000,36.1
UG2100601,KALUNGU,10000,10000,20000,36.1
UG2100604,KYAMULIBWA TOWN COUNCIL,10000,10000,20000,36.1
UG2551202,KIRIMA,10000,10000,20000,36.1
UG2551204,RUTENGA,10000,10000,20000,36.1
UG2551207,NYAKINONI,10000,10000,20000,36.1
UG2551206,KIHIIHI TOWN COUNCIL,10000,10000,20000,36.1
UG2551203,RUGYEYO,10000,10000,20000,36.1
UG2551209,BUTOGOTA TOWN COUNCIL,10000,10000,20000,36.1
UG2551201,KANYANTOROGO,10000,10000,20000,36.1
UG2551205,MPUNGU,10000,10000,20000,36.1
UG2551208,NYANGA,10000,10000,20000,36.1
UG25512010,KYESHERO,10000,10000,20000,36.1
UG218491,CHAHI,10000,10000,20000,36.1
UG218495,RUBUGURI TOWN COUNCIL,10000,10000,20000,36.1
UG2182413,SOUTH DIVISION,10000,10000,20000,36.1
UG218494,NYARUBUYE,10000,10000,20000,36.1
UG218493,NYABWISHENYA,10000,10000,20000,36.1
UG218497,BUNAGANA TOWN COUNCIL,10000,10000,20000,36.1
UG218492,KIRUNDO,10000,10000,20000,36.1
UG218496,CYANIKA TOWN COUNCIL,10000,10000,20000,36.1
UG2182412,NORTH DIVISION,10000,10000,20000,36.1
UG2182411,CENTRAL DIVISION,10000,10000,20000,36.1
UG21051711,LWENGO,10000,10000,20000,36.1
UG21051712,NDAGWE,10000,10000,20000,36.1
UG21051713,LWENGO TOWN COUNCIL,10000,10000,20000,36.1
UG21051714,KATOVU TOWN COUNCIL,10000,10000,20000,36.1
UG2801526,MPUMUDDE,10000,10000,20000,36.1
UG2801523,KINUUKA,10000,10000,20000,36.1
UG2801524,LYANTONDE,10000,10000,20000,36.1
UG2801521,KALIIRO,10000,10000,20000,36.1
UG2801522,KASAGAMA,10000,10000,20000,36.1
UG2801527,LYAKAJURA,10000,10000,20000,36.1
UG2801525,LYANTONDE TOWN COUNCIL,10000,10000,20000,36.1
UG2801528,KALIIRO TOWN COUNCIL,10000,10000,20000,36.1
UG224593,MUKUNGWE,10000,10000,20000,36.1
UG224611,KATWE/BUTEGO,10000,10000,20000,36.1
UG224591,KABONERA,10000,10000,20000,36.1
UG224592,KYANAMUKAKA,10000,10000,20000,36.1
UG224613,NYENDO/SENYANGE,10000,10000,20000,36.1
UG224612,KIMAANYA/KYABAKUZA,10000,10000,20000,36.1
UG227671,KAKOBA,10000,10000,20000,36.1
UG227665,KASHARE,10000,10000,20000,36.1
UG227667,RUBINDI,10000,10000,20000,36.1
UG227663,KAGONGI,10000,10000,20000,36.1
UG227679,BIHARWE,10000,10000,20000,36.1
UG2272152,BUKIIRO,10000,10000,20000,36.1
UG227674,KAKIIKA,10000,10000,20000,36.1
UG2276612,RUBINDI-RUHUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG227672,KAMUKUZI,10000,10000,20000,36.1
UG227673,NYAMITANGA,10000,10000,20000,36.1
UG2272151,BUBAARE,10000,10000,20000,36.1
UG2272153,BWIZIBWERA-RUTOOMA TOWN COUNCIL,10000,10000,20000,36.1
UG227675,NYAKAYOJO,10000,10000,20000,36.1
UG2272156,RUBAYA,10000,10000,20000,36.1
UG2272158,RWANYAMAHEMBE,10000,10000,20000,36.1
UG2106137,MUTARA,10000,10000,20000,36.1
UG2106134,KASHENSHERO,10000,10000,20000,36.1
UG21062335,KIYANGA,10000,10000,20000,36.1
UG21062331,BITEREKO,10000,10000,20000,36.1
UG2106138,KATENGA,10000,10000,20000,36.1
UG21061312,MITOOMA TOWN COUNCIL,10000,10000,20000,36.1
UG21061311,KASHENSHERO TOWN COUNCIL,10000,10000,20000,36.1
UG21061313,NYAKIZINGA,10000,10000,20000,36.1
UG21061310,RUREHE,10000,10000,20000,36.1
UG2106136,MITOOMA,10000,10000,20000,36.1
UG2106139,MAYANGA,10000,10000,20000,36.1
UG21062333,KANYABWANGA,10000,10000,20000,36.1
UG2106132,KABIRA,10000,10000,20000,36.1
UG21062334,RUTOOKYE TOWN COUNCIL,10000,10000,20000,36.1
UG2348313,NYARUTUNTU,10000,10000,20000,36.1
UG234839,RUHAAMA EAST,10000,10000,20000,36.1
UG234845,RUBAARE TOWN COUNCIL,10000,10000,20000,36.1
UG234834,RUHAAMA,10000,10000,20000,36.1
UG234832,KITWE TOWN COUNCIL,10000,10000,20000,36.1
UG234842,NGOMA,10000,10000,20000,36.1
UG2348314,NYAKYERA TOWN COUNCIL,10000,10000,20000,36.1
UG234825,RWASHAMEIRE TOWN COUNCIL,10000,10000,20000,36.1
UG234826,KAGARAMA TOWN COUNCIL,10000,10000,20000,36.1
UG234838,RUKONI EAST,10000,10000,20000,36.1
UG234843,RUBAARE,10000,10000,20000,36.1
UG234821,BWONGYERA,10000,10000,20000,36.1
UG234822,IHUNGA,10000,10000,20000,36.1
UG2348311,RWOHO TOWN COUNCIL,10000,10000,20000,36.1
UG234827,NYAMUNUKA TOWN COUNCIL,10000,10000,20000,36.1
UG2348312,NYAMUKANA TOWN COUNCIL,10000,10000,20000,36.1
UG234831,NTUNGAMO,10000,10000,20000,36.1
UG234829,NYABUSHENYI,10000,10000,20000,36.1
UG234828,RWAMABONDO TOWN COUNCIL,10000,10000,20000,36.1
UG234824,NYABIHOKO,10000,10000,20000,36.1
UG234835,RUKONI WEST,10000,10000,20000,36.1
UG234844,RUGARAMA,10000,10000,20000,36.1
UG234836,RWEIKINIRO,10000,10000,20000,36.1
UG2341881,EASTERN DIVISION,10000,10000,20000,36.1
UG2341883,WESTERN DIVISION,10000,10000,20000,36.1
UG2341882,CENTRAL DIVISION,10000,10000,20000,36.1
UG234847,RUGARAMA NORTH,10000,10000,20000,36.1
UG234846,RWENTOBO-RWAHI TOWN COUNCIL,10000,10000,20000,36.1
UG234833,NYAKYERA,10000,10000,20000,36.1
UG2348310,KAFUNJO-MIRAMA TOWN COUNCIL,10000,10000,20000,36.1
UG234823,KIBATSI,10000,10000,20000,36.1
UG234837,ITOJO,10000,10000,20000,36.1
UG234841,KAYONZA,10000,10000,20000,36.1
UG236899,KIZIBA,10000,10000,20000,36.1
UG2362054,KAGAMBA,10000,10000,20000,36.1
UG2368910,KIBANDA,10000,10000,20000,36.1
UG236891,BYAKABANDA,10000,10000,20000,36.1
UG2362052,DDWANIRO,10000,10000,20000,36.1
UG2362053,KACHEERA,10000,10000,20000,36.1
UG236897,LWANDA,10000,10000,20000,36.1
UG236895,KYALULANGIRA,10000,10000,20000,36.1
UG2362056,LWAMAGGWA,10000,10000,20000,36.1
UG2368911,KIFAMBA,10000,10000,20000,36.1
UG236898,RAKAI TOWN COUNCIL,10000,10000,20000,36.1
UG2362051,KASANKALA,10000,10000,20000,36.1
UG2116273,MUKO,10000,10000,20000,36.1
UG2116272,IKUMBA,10000,10000,20000,36.1
UG2116271,BUFUNDI,10000,10000,20000,36.1
UG2116274,RUHIJA,10000,10000,20000,36.1
UG2116275,RUBANDA TOWN COUNCIL,10000,10000,20000,36.1
UG2112114,RYERU,10000,10000,20000,36.1
UG2112118,RUTOTO,10000,10000,20000,36.1
UG2112115,MAGAMBO,10000,10000,20000,36.1
UG2112111,RUBIRIZI TOWN COUNCIL,10000,10000,20000,36.1
UG2112113,KICHWAMBA,10000,10000,20000,36.1
UG21121727,KYABAKARA,10000,10000,20000,36.1
UG21121721,KATERERA,10000,10000,20000,36.1
UG21121729,KATERERA TOWN COUNCIL,10000,10000,20000,36.1
UG211217210,KIRUGU,10000,10000,20000,36.1
UG2112112,KATUNGURU,10000,10000,20000,36.1
UG21121726,KATANDA,10000,10000,20000,36.1
UG237927,RWERERE TOWN COUNCIL,10000,10000,20000,36.1
UG237925,NYAKAGYEME,10000,10000,20000,36.1
UG237913,NYAKISHENYI,10000,10000,20000,36.1
UG237912,KEBISONI,10000,10000,20000,36.1
UG237928,BIKURUNGU TOWN COUNCIL,10000,10000,20000,36.1
UG237914,NYARUSHANJE,10000,10000,20000,36.1
UG237915,KEBISONI TOWN COUNCIL,10000,10000,20000,36.1
UG237922,BUHUNGA,10000,10000,20000,36.1
UG237921,BUGANGARI,10000,10000,20000,36.1
UG237923,BWAMBARA,10000,10000,20000,36.1
UG237911,BUYANJA,10000,10000,20000,36.1
UG2371892,SOUTHERN DIVISION,10000,10000,20000,36.1
UG237926,RUHINDA,10000,10000,20000,36.1
UG2371893,WESTERN DIVISION,10000,10000,20000,36.1
UG237916,BUYANJA TOWN COUNCIL,10000,10000,20000,36.1
UG2371891,EASTERN DIVISION,10000,10000,20000,36.1
UG21012541,KABWOHE DIVISION,10000,10000,20000,36.1
UG21012544,SHEEMA CENTRAL DIVISION,10000,10000,20000,36.1
UG2101147,MASHERUKA TOWN COUNCIL,10000,10000,20000,36.1
UG21012542,KAGANGO DIVISION,10000,10000,20000,36.1
UG2101143,SHUUKU TOWN COUNCIL,10000,10000,20000,36.1
UG2101146,RUGARAMA,10000,10000,20000,36.1
UG2101145,MASHERUKA,10000,10000,20000,36.1
UG2101148,KAKINDO TOWN COUNCIL,10000,10000,20000,36.1
UG2101142,KITAGATA,10000,10000,20000,36.1
UG21012543,KASHOZI DIVISION,10000,10000,20000,36.1
UG2101144,KASAANA,10000,10000,20000,36.1
UG3117298,KABONERO,10000,10000,20000,36.1
UG31172911,KYAMUKUBE TOWN COUNCIL,10000,10000,20000,36.1
UG31172910,KIYOMBYA,10000,10000,20000,36.1
UG3117299,RUBONA TOWN COUNCIL,10000,10000,20000,36.1
UG3117296,KIBIITO TOWN COUNCIL,10000,10000,20000,36.1
UG3117293,KISOMORO,10000,10000,20000,36.1
UG3117295,KATEEBWA,10000,10000,20000,36.1
UG3117292,KIBIITO,10000,10000,20000,36.1
UG31172912,BUHEESI TOWN COUNCIL,10000,10000,20000,36.1
UG3117291,BUHEESI,10000,10000,20000,36.1
UG3117297,RWIMI TOWN COUNCIL,10000,10000,20000,36.1
UG3117294,RWIMI,10000,10000,20000,36.1
UG3103012,KARAGO TOWN COUNCIL,10000,10000,20000,36.1
UG3103018,RWENGAJU,10000,10000,20000,36.1
UG310306,MUGUSU,10000,10000,20000,36.1
UG310309,KARANGURA,10000,10000,20000,36.1
UG310311,EASTERN DIVISION,10000,10000,20000,36.1
UG310304,KARAMBI,10000,10000,20000,36.1
UG310313,WESTERN DIVISION,10000,10000,20000,36.1
UG3103013,HARUGONGO,10000,10000,20000,36.1
UG310308,KASENDA,10000,10000,20000,36.1
UG310305,KICWAMBA,10000,10000,20000,36.1
UG310312,SOUTHERN DIVISION,10000,10000,20000,36.1
UG310303,HAKIBALE,10000,10000,20000,36.1
UG3103017,KIGUMA,10000,10000,20000,36.1
UG310307,RUTEETE,10000,10000,20000,36.1
UG3103014,KABENDE,10000,10000,20000,36.1
UG3103016,KASENDA TOWN COUNCIL,10000,10000,20000,36.1
UG310302,BUSORO,10000,10000,20000,36.1
UG3103015,MUGUSU TOWN COUNCIL,10000,10000,20000,36.1
UG3103010,KIJURA TOWN COUNCIL,10000,10000,20000,36.1
UG310301,BUKUUKU,10000,10000,20000,36.1
UG3103011,KIKO TOWN COUNCIL,10000,10000,20000,36.1
UG3462188,BIGULI,10000,10000,20000,36.1
UG34610510,KAHUNGE TOWN COUNCIL,10000,10000,20000,36.1
UG34610512,BIGODI TOWN COUNCIL,10000,10000,20000,36.1
UG3462184,NKOMA,10000,10000,20000,36.1
UG3462189,BIHANGA,10000,10000,20000,36.1
UG3462182,NKOMA-KATALYEBA TOWN COUNCIL,10000,10000,20000,36.1
UG34610511,KABUGA TOWN COUNCIL,10000,10000,20000,36.1
UG3461052,KAHUNGE,10000,10000,20000,36.1
UG3461055,KAMWENGE TOWN COUNCIL,10000,10000,20000,36.1
UG3461056,BUSIRIBA,10000,10000,20000,36.1
UG3461057,KABAMBIRO,10000,10000,20000,36.1
UG3462181,BWIZI,10000,10000,20000,36.1
UG3461053,KAMWENGE,10000,10000,20000,36.1
UG3125774,NALUTUNTU,10000,10000,20000,36.1
UG3125772,MYANZI,10000,10000,20000,36.1
UG31252022,BUKUYA TOWN COUNCIL,10000,10000,20000,36.1
UG31252025,MAKOKOTO,10000,10000,20000,36.1
UG31252023,KIJJUNA,10000,10000,20000,36.1
UG31252026,MBIRIZI,10000,10000,20000,36.1
UG3125773,MANYOGASEKA,10000,10000,20000,36.1
UG3125775,KIGANDA TOWN COUNCIL,10000,10000,20000,36.1
UG31252024,KITUMBI,10000,10000,20000,36.1
UG31252021,BUKUYA,10000,10000,20000,36.1
UG3125771,KIGANDA,10000,10000,20000,36.1
UG3126195,KYANGWALI,10000,10000,20000,36.1
UG3126196,BUHIMBA TOWN COUNCIL,10000,10000,20000,36.1
UG3126191,BUGAMBE,10000,10000,20000,36.1
UG3126192,BUHIMBA,10000,10000,20000,36.1
UG3126194,KIZIRANFUMBI,10000,10000,20000,36.1
UG3126193,KABWOYA,10000,10000,20000,36.1
UG31321061,KICHECHE,10000,10000,20000,36.1
UG31321062,MAHYORO,10000,10000,20000,36.1
UG31321065,BUHANDA,10000,10000,20000,36.1
UG31321063,NTARA,10000,10000,20000,36.1
UG31321067,KABUJOGERA TOWN COUNCIL,10000,10000,20000,36.1
UG31321064,NYABBANI,10000,10000,20000,36.1
UG31321066,KANARA,10000,10000,20000,36.1
UG3731447,NGWEDO,10000,10000,20000,36.1
UG3731446,KIHUNGYA,10000,10000,20000,36.1
UG3731448,BIISO TOWN COUNCIL,10000,10000,20000,36.1
UG3731442,BULIISA,10000,10000,20000,36.1
UG3731445,KIGWERA,10000,10000,20000,36.1
UG3731449,BUTIABA TOWN COUNCIL,10000,10000,20000,36.1
UG3731441,BIISO,10000,10000,20000,36.1
UG3731443,BULIISA TOWN COUNCIL,10000,10000,20000,36.1
UG3731444,BUTIABA,10000,10000,20000,36.1
UG3395,NYAHUKA TOWN COUNCIL,10000,10000,20000,36.1
UG33812,BUTAMA-MITUNDA TOWN COUNCIL,10000,10000,20000,36.1
UG3381,HARUGALI,10000,10000,20000,36.1
UG3386,SINDILA,10000,10000,20000,36.1
UG3393,BUNDIBUGYO TOWN COUNCIL,10000,10000,20000,36.1
UG33810,NTANDI TOWN COUNCIL,10000,10000,20000,36.1
UG33911,BUSUNGA TOWN COUNCIL,10000,10000,20000,36.1
UG3391,BUBANDI,10000,10000,20000,36.1
UG3397,KISUBBA,10000,10000,20000,36.1
UG3394,BUSARU,10000,10000,20000,36.1
UG3392,BUBUKWANGA,10000,10000,20000,36.1
UG3385,NTOTORO,10000,10000,20000,36.1
UG33814,NGITE,10000,10000,20000,36.1
UG33813,MBATYA,10000,10000,20000,36.1
UG33910,TOKWE,10000,10000,20000,36.1
UG33912,BUGANIKERE TOWN COUNCIL,10000,10000,20000,36.1
UG3396,KIRUMYA,10000,10000,20000,36.1
UG3383,NDUGUTU,10000,10000,20000,36.1
UG3384,BUKONZO,10000,10000,20000,36.1
UG3399,BUNDINGOMA,10000,10000,20000,36.1
UG3389,KAGUGU,10000,10000,20000,36.1
UG3387,NGAMBA,10000,10000,20000,36.1
UG33811,MABERE,10000,10000,20000,36.1
UG3398,MIRAMBI,10000,10000,20000,36.1
UG3388,BURONDO,10000,10000,20000,36.1
UG3382,KASITU,10000,10000,20000,36.1
UG362202,BOMBO,10000,10000,20000,36.1
UG362205,KIGOROBYA,10000,10000,20000,36.1
UG361834,KAHOORA DIVISION,10000,10000,20000,36.1
UG36182,BUSERUKA,10000,10000,20000,36.1
UG361810,BURARU,10000,10000,20000,36.1
