admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
KARUSANDARA,UG315441,BUSONGORA,UG31544,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
MAHANGO,UG315434,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
NYAKIYUMBU,UG315435,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
KYABARUNGIRA,UG315443,BUSONGORA,UG31544,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
MALIBA,UG315444,BUSONGORA,UG31544,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
NYAKATONZI,UG315436,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
NYAKABINGO,UG315449,BUSONGORA,UG31544,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
BULEMBIA DIVISION,UG3151851,KASESE MUNICIPALITY,UG315185,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
LAKE KATWE,UG315445,BUSONGORA,UG31544,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
KITABU,UG315439,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
KISINGA TOWN COUNCIL,UG315437,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
KYARUMBA TOWN COUNCIL,UG3154310,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
KINYAMESEKE TOWN COUNCIL,UG315438,BUKONZO,UG31543,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
CENTRAL DIVISION,UG3151852,KASESE MUNICIPALITY,UG315185,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
NYAMWAMBA DIVISION,UG3151853,KASESE MUNICIPALITY,UG315185,KASESE,UG315,MID WESTERN,UG3,Uganda,UG
KYAKAZIHIRE,UG3164713,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
BWAMIRAMIRA,UG316471,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
KAYANJA,UG3164712,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
MATALE,UG316474,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
NYAMARWA,UG316477,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
BUBANGO,UG316476,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
KARAMA,UG3164711,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
KASIMBI,UG3164710,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
KABASEKENDE,UG316479,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
NYAMARUNDA,UG316478,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
MUGARAMA,UG316475,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
KIBAALE TOWN COUNCIL,UG316472,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
KYEBANDO,UG316473,BUYANJA,UG31647,KIBAALE,UG316,MID WESTERN,UG3,Uganda,UG
DDWANIRO,UG317482,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KIBOGA TOWN COUNCIL,UG317485,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
MUWANGA,UG317487,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KAYERA,UG3174810,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
NAKASOZI,UG3174813,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
BUKOMERO,UG317481,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KYEKUMBYA,UG3174811,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KAPEKE,UG317483,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
LWAMATA,UG317486,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
NKANDWA,UG3174814,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
BUKOMERO TOWN COUNCIL,UG317488,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KYOMYA,UG3174812,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KIBIGA,UG317484,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
LWAMATA TOWN COUNCIL,UG317489,KIBOGA EAST,UG31748,KIBOGA,UG317,MID WESTERN,UG3,Uganda,UG
KARUMA TOWN COUNCIL,UG3922191,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
MBOIRA,UG3921648,KIBANDA SOUTH,UG392164,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
KYANKENDE,UG3922198,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
BWEYALE TOWN COUNCIL,UG3922196,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
NYAMAHASA,UG3922199,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
DIIMA,UG3922193,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
MASINDI PORT,UG3921643,KIBANDA SOUTH,UG392164,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
KICHWABUGINGO,UG3922195,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
KIGUMBA,UG3921641,KIBANDA SOUTH,UG392164,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
KIRYANDONGO,UG3922192,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
MUTUNDA,UG3922194,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
KIGUMBA TOWN COUNCIL,UG3921645,KIBANDA SOUTH,UG392164,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
KIRYANDONGO TOWN COUNCIL,UG3922197,KIBANDA NORTH,UG392219,KIRYANDONGO,UG392,MID WESTERN,UG3,Uganda,UG
BANANYWA,UG39320410,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
MUWANGI,UG39316516,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
BANDA,UG3932046,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
BUTEMBA,UG3932041,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
KYANKWANZI TOWN COUNCIL,UG3932044,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
NTWETWE,UG3931656,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
KIRYANNONGO,UG39316514,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
BUTEMBA TOWN COUNCIL,UG3932049,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
WATTUBA,UG3931657,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
NKANDWA,UG39316511,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
BYERIMA,UG3932042,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
KIGANDO,UG3932047,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
NSAMBYA,UG3932045,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
GAYAZA,UG3931652,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
MULAGI,UG3931654,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
NTWETWE TOWN COUNCIL,UG3931658,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
KISALA,UG39316515,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
KYANKWANZI,UG3932043,BUTEMBA,UG393204,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
MASODDE-KALAGI TOWN COUNCIL,UG39316512,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
WATTUBA TOWN COUNCIL,UG39316513,NTWETWE,UG393165,KYANKWANZI,UG393,MID WESTERN,UG3,Uganda,UG
RWENTUHA,UG3842247,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
MPARA,UG3842245,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
RUYONZA,UG3842246,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
MPARA TOWN COUNCIL,UG3842241,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KYEGEGWA,UG3842244,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
HAPUUYO,UG3841561,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KYEGEGWA TOWN COUNCIL,UG3841568,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
NKAAKWA,UG38415614,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KAKABARA,UG3841562,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KASULE,UG3841563,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KAZINGA TOWN COUNCIL,UG3842242,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KAKABARA TOWN COUNCIL,UG38415613,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
MIGAMBA,UG3842243,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KIGAMBO,UG3841569,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
NKANJA,UG3842248,KYAKA SOUTH,UG384224,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
MIGONGWE,UG38415610,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
HAPUUYO TOWN COUNCIL,UG38415611,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
KYATEGA,UG38415612,KYAKA NORTH,UG384156,KYEGEGWA,UG384,MID WESTERN,UG3,Uganda,UG
NYABUHARWA,UG3481098,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
NYABIRONGO,UG34810911,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KYARUSOZI,UG3482304,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
BATALIKA,UG34810915,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
NYANTUNGO,UG3481093,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KIHUURA,UG3481092,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KISOJO TOWN COUNCIL,UG34810910,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KYARUSOZI TOWN COUNCIL,UG3482307,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
BUTIITI,UG3481091,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KITEGA,UG34810913,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KISOJO,UG3481097,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KYENJOJO TOWN COUNCIL,UG3481094,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
RUGOMBE TOWN COUNCIL,UG3482305,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
BUGAAKI,UG3482302,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KYAMUTUNZI TOWN COUNCIL,UG3481099,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KIGOYERA,UG34810914,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
NYANKWANZI,UG3481095,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
NYAKISI,UG3482301,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KIGARAALE,UG3481096,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KATOOKE TOWN COUNCIL,UG3482306,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KATOOKE,UG3482303,MWENGE CENTRAL,UG348230,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
MABIRA TOWN COUNCIL,UG34810912,MWENGE,UG348109,KYENJOJO,UG348,MID WESTERN,UG3,Uganda,UG
KABANGO TOWN COUNCIL,UG325623,BUJENJE,UG32562,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
NYANTONZI,UG325626,BUJENJE,UG32562,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
PAKANYI,UG325636,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
BUDONGO,UG325621,BUJENJE,UG32562,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
MIIRYA,UG325634,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
BIKONZI,UG325625,BUJENJE,UG32562,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KIGULYA DIVISION,UG3251864,MASINDI MUNICIPALITY,UG325186,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
NYANGAHYA DIVISION,UG3251862,MASINDI MUNICIPALITY,UG325186,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
BWIJANGA,UG325622,BUJENJE,UG32562,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
LABONGO,UG325633,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KIRULI,UG325635,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KIJUNJUBWA TOWN COUNCIL,UG325638,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KIJUNJUBWA,UG325637,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KARUJUBU DIVISION,UG3251861,MASINDI MUNICIPALITY,UG325186,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
CENTRAL DIVISION,UG3251863,MASINDI MUNICIPALITY,UG325186,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
BULIIMA TOWN COUNCIL,UG325624,BUJENJE,UG32562,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KIMENGO,UG325632,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
KYATIRI TOWN COUNCIL,UG325631,BURULI,UG32563,MASINDI,UG325,MID WESTERN,UG3,Uganda,UG
CENTRAL DIVISION,UG3682472,MITYANA MUNICIPALITY,UG368247,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
BULERA,UG3681381,MITYANA,UG368138,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
KAKINDU,UG3681372,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
BBANDA,UG3681375,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
MALANGALA,UG3681374,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
KIKANDWA,UG3681382,MITYANA,UG368138,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
BBANDA TOWN COUNCIL,UG3681376,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
SSEKANYONYI TOWN COUNCIL,UG3681385,MITYANA,UG368138,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
SSEKANYONYI,UG3681383,MITYANA,UG368138,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
BUSIMBI DIVISION,UG3682471,MITYANA MUNICIPALITY,UG368247,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
BUTAYUNJA,UG3681371,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
TTAMU DIVISION,UG3682473,MITYANA MUNICIPALITY,UG368247,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
MAANYI,UG3681373,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
NAMUNGO,UG3681384,MITYANA,UG368138,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
BUSUNJU TOWN COUNCIL,UG36813810,MITYANA,UG368138,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
ZIGOTI TOWN COUNCIL,UG3681377,BUSUJJU,UG368137,MITYANA,UG368,MID WESTERN,UG3,Uganda,UG
WEST DIVISION,UG3312483,MUBENDE MUNICIPALITY,UG331248,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
SOUTH DIVISION,UG3312482,MUBENDE MUNICIPALITY,UG331248,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
NABINGOOLA,UG3311759,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
BUTOLOOGO,UG331762,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
NABINGOOLA TOWN COUNCIL,UG33117511,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
MADUDU,UG331766,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KIGANDO,UG3311758,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KALONGA,UG331763,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KITENGA,UG331764,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KIRUUMA,UG331761,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
EAST DIVISION,UG3312481,MUBENDE MUNICIPALITY,UG331248,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KASAMBYA,UG3311753,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KAYEBE,UG331768,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KASAMBYA TOWN COUNCIL,UG33117510,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
BAGEZZA,UG3311751,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KIYUUNI,UG331765,BUWEKULA,UG33176,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
KIBALINGA,UG3311752,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
LUBIMBIRI,UG3311754,KASAMBYA,UG331175,MUBENDE,UG331,MID WESTERN,UG3,Uganda,UG
BUTUNGAMA,UG3961684,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
BWERAMULE,UG3961685,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
KARUGUTU TOWN COUNCIL,UG3961689,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
KARUGUTU,UG3961682,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
KANARA,UG3961681,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
RWEBISENGO TOWN COUNCIL,UG39616810,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
RWEBISENGO,UG3961683,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
NOMBE,UG3961687,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
KIBUUKU TOWN COUNCIL,UG3961686,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
KANARA TOWN COUNCIL,UG3961688,NTOROKO,UG396168,NTOROKO,UG396,MID WESTERN,UG3,Uganda,UG
BUYANGA,UG4123201,BUGWERI,UG412320,BUGWERI,UG4123,EASTERN,UG4,Uganda,UG
IGOMBE,UG4123206,BUGWERI,UG412320,BUGWERI,UG4123,EASTERN,UG4,Uganda,UG
MAKUUTU,UG4123203,BUGWERI,UG412320,BUGWERI,UG4123,EASTERN,UG4,Uganda,UG
BUSEMBATIA TOWN COUNCIL,UG4123205,BUGWERI,UG412320,BUGWERI,UG4123,EASTERN,UG4,Uganda,UG
IBULANKU,UG4123202,BUGWERI,UG412320,BUGWERI,UG4123,EASTERN,UG4,Uganda,UG
NAMALEMBA,UG4123204,BUGWERI,UG412320,BUGWERI,UG4123,EASTERN,UG4,Uganda,UG
BUTEBO,UG4118851,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KANYUM,UG41188512,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
MAIZIMASA,UG4118858,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KAKORO,UG4118853,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KADOKOLENE,UG41188511,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
PETETE,UG4118855,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KABWANGASI TOWN COUNCIL,UG4118854,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KABWANGASI,UG4118852,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
PUTTI,UG41188510,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KANGINIMA,UG4118856,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KABELAI,UG41188513,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KAKORO TOWN COUNCIL,UG4118857,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KACHURU,UG4118859,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
KAPUNYASI,UG41188514,BUTEBO,UG411885,BUTEBO,UG4118,EASTERN,UG4,Uganda,UG
BUMBO TOWN COUNCIL,UG412025718,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
LWAKHAKHA TOWN COUNCIL,UG41202579,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
TSEKULULU,UG41202578,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
MUKHUYU,UG412025726,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
MAGALE,UG41202576,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUMUMALI,UG412025724,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUKHABUSI,UG412025714,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
NAMABYA,UG41202577,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUBUTU,UG41202575,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
NAMISINDWA TOWN COUNCIL,UG412025716,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUWABWALA,UG41202571,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUKIABI,UG412025713,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUPOTO,UG41202574,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUMITYERO,UG412025719,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUKHAWEKA,UG412025715,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
NABITSIKHI,UG412025722,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
NAMBOKO,UG412025712,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
NAMITSA,UG412025720,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUWAMBWA,UG412025721,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
MUKOTO,UG412025711,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUKOKHO,UG412025710,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUMWONI,UG41202572,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUWATUWA,UG412025723,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUNGATI,UG412025725,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
BUMBO,UG41202573,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
MAGALE TOWN COUNCIL,UG412025717,NAMISINDWA,UG4120257,NAMISINDWA,UG4120,EASTERN,UG4,Uganda,UG
OBOLISO,UG4351907,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
OPWATETA,UG4352177,KIBALE,UG435217,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KAUKURA,UG4351906,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
CHELEKURA,UG43519011,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
GOGONYO,UG4351903,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
OLOK,UG4358712,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
