admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
KAPEDO,UG61301934,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
KAKWANGA,UG61301933,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
LOLACHAT,UG61281221,PIAN,UG6128122,NABILATUK,UG6128,NORTH EAST,UG6,Uganda,UG
KOSIKE,UG61281225,PIAN,UG6128122,NABILATUK,UG6128,NORTH EAST,UG6,Uganda,UG
NATIRAE,UG61281224,PIAN,UG6128122,NABILATUK,UG6128,NORTH EAST,UG6,Uganda,UG
NABILATUK,UG61281223,PIAN,UG6128122,NABILATUK,UG6128,NORTH EAST,UG6,Uganda,UG
LORENGEDWAT,UG61281222,PIAN,UG6128122,NABILATUK,UG6128,NORTH EAST,UG6,Uganda,UG
MAGAMAGA,UG6701408,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
ATUNGA,UG67014012,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
ABIM TOWN COUNCIL,UG6701406,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
NYAKWAE,UG6701405,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
KIRU TOWN COUNCIL,UG6701409,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
ABIM,UG6701401,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
MORULEM,UG6701404,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
ALEREK,UG6701402,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
AWACH,UG6701407,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
OPOPONGO,UG67014011,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
CAMKOK,UG67014010,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
LOTUKEI,UG6701403,LABWOR,UG670140,ABIM,UG670,NORTH EAST,UG6,Uganda,UG
ARUM,UG611111111,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
OMOT,UG61111115,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
OMIYA PACWA,UG611119614,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LOKOLE,UG61111114,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LAPONO,UG61111962,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LIRA KATO,UG61111965,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
PARABONGO,UG61111967,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
AGENGO,UG611111119,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LIRA-PALWO,UG61111113,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LIRA-PALWO TOWN COUNCIL,UG611111117,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
KOTOMOR,UG611111112,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
WOL TOWN COUNCIL,UG61111961,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
AJALI,UG611111120,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
AGAGO TOWN COUNCIL,UG611111116,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
PATONGO,UG61111118,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
WOL,UG61111969,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
ADILANG,UG61111111,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
KALONGO TOWN COUNCIL,UG611119610,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
GEREGERE,UG611111121,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
PATONGO TOWN COUNCIL,UG611111115,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LAI-MUTTO TOWN COUNCIL,UG61111963,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LAMIYO,UG611111113,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
LAPEREBONG,UG611111122,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
KUYWEE,UG61111964,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
PAIMOL,UG61111966,AGAGO NORTH,UG6111196,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
ADILANG TOWN COUNCIL,UG611111118,AGAGO,UG6111111,AGAGO,UG6111,NORTH EAST,UG6,Uganda,UG
AWEI,UG6881808,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ALOI,UG6881603,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
AMUGU,UG6881802,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ANGETTA,UG6881806,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ABIA,UG6881606,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ADWIR,UG6881803,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
APALA TOWN COUNCIL,UG6881604,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ABAKO,UG6881804,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
OMORO,UG6881805,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ALOI TOWN COUNCIL,UG6881608,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
APALA,UG6881601,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
AKURA,UG6881607,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
AMUGU TOWN COUNCIL,UG6881801,AJURI,UG688180,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
ALEBTONG TOWN COUNCIL,UG6881602,MOROTO,UG688160,ALEBTONG,UG688,NORTH EAST,UG6,Uganda,UG
AGWINGIRI,UG6571237,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
NAMASALE,UG6571231,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
MUNTU,UG6571232,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
AWELLO,UG6571234,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
AKWON,UG6571238,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
OPALI,UG65712316,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
ARWOTCEK,UG6571239,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
AGIKDAK,UG6571236,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
ETAM,UG65712310,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
ABEJA,UG65712313,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
APUTI,UG6571233,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
ACII,UG65712314,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
ETAM TOWN COUNCIL,UG65712312,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
AMOLATAR TOWN COUNCIL,UG6571235,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
NALUBWOYO,UG65712315,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
NAMASALE TOWN COUNCIL,UG65712311,KIOGA,UG657123,AMOLATAR,UG657,NORTH EAST,UG6,Uganda,UG
ACHORICHOR,UG6811536,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
KONGOROK,UG6811538,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
ABILIYEP,UG6811535,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
KARITA,UG6811532,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
LOROO,UG6811533,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
KATABOK,UG6811537,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
AMUDAT,UG6811531,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
LOKALES,UG6811539,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
LOSIDOK,UG68115310,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
AMUDAT TOWN COUNCIL,UG6811534,UPE,UG681153,AMUDAT,UG681,NORTH EAST,UG6,Uganda,UG
ABARILELA,UG6581241,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
AMOLO,UG65812413,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
OLWA,UG6582322,ORUNGO,UG658232,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
OGOLAI,UG65823210,ORUNGO,UG658232,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
ABIA,UG65812412,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
AKERIAU,UG6582328,ORUNGO,UG658232,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
KUJU,UG6581243,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
ORUNGO,UG6582324,ORUNGO,UG658232,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
MORUNGATUNY,UG6582326,ORUNGO,UG658232,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
WILLA,UG65812411,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
OGONGORA,UG6582321,ORUNGO,UG658232,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
WERA,UG6581245,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
APEDURU,UG6581249,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
ASAMUK,UG6581242,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
AMURIA TOWN COUNCIL,UG6581247,AMURIA,UG658124,AMURIA,UG658,NORTH EAST,UG6,Uganda,UG
KAMUTUR,UG6791519,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
BUKEDEA TOWN COUNCIL,UG6791516,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
MALERA,UG6791515,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
ALIGOI,UG6792131,KACHUMBALA,UG679213,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KOLIR,UG6791514,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
AMINIT,UG6791517,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KWARIKWAR,UG6792134,KACHUMBALA,UG679213,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KABARWA,UG6791518,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KONGUNGA TOWN COUNCIL,UG6792135,KACHUMBALA,UG679213,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KOCHEKA,UG67915111,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
BUKEDEA,UG6791511,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KOENA,UG67915112,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KIDONGOLE,UG6791513,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KANGOLE,UG67915110,BUKEDEA,UG679151,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KACHUMBALA,UG6792132,KACHUMBALA,UG679213,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
KOMUGE,UG6792133,KACHUMBALA,UG679213,BUKEDEA,UG679,NORTH EAST,UG6,Uganda,UG
ADEKNINO,UG6742087,DOKOLO SOUTH,UG674208,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
AGWATA TOWN COUNCIL,UG67414512,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
KANGAI TOWN COUNCIL,UG6742081,DOKOLO SOUTH,UG674208,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
DOKOLO,UG6741453,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
AMWOMA,UG6741459,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
KWERA,UG6742085,DOKOLO SOUTH,UG674208,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
AGWATTA,UG6741451,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
DOKOLO TOWN COUNCIL,UG6742086,DOKOLO SOUTH,UG674208,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
BATTA,UG6741452,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
ADOK,UG6741458,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
BATA TOWN COUNCIL,UG67414513,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
KANGAI,UG6742084,DOKOLO SOUTH,UG674208,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
OKWALONGWEN,UG67414510,DOKOLO NORTH,UG674145,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
OKWONGODUL,UG67420811,DOKOLO SOUTH,UG674208,DOKOLO,UG674,NORTH EAST,UG6,Uganda,UG
KAABONG TOWN COUNCIL,UG6631312,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
LOLELIA,UG6631316,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KAKAMAR,UG6631314,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KATHILE SOUTH,UG6631318,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
TIMU,UG66321110,IK,UG663211,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
LOTIM,UG66313112,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KALAPATA,UG6631313,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
LODIKO,UG66313114,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
SIDOK (KOPOTH),UG6631319,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
LOLELIA SOUTH,UG66313115,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KAABONG WEST,UG66313110,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
MORUNGOLE,UG6632119,IK,UG663211,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
LOBONGIA,UG66313116,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
LOYORO,UG6631317,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KAABONG EAST,UG6631311,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KAMION,UG66321111,IK,UG663211,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
KATHILE,UG6631315,DODOTH EAST,UG663131,KAABONG,UG663,NORTH EAST,UG6,Uganda,UG
OCHERO TOWN COUNCIL,UG6541187,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
OCHERO,UG6541184,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
ALWA,UG6541181,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
KOBULUBULU,UG6541183,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
KABERAMAIDO,UG6541182,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
APERIKIRA,UG6541186,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
ORIAMO,UG6541189,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
OKILE,UG6541188,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
KABERAMAIDO TOWN COUNCIL,UG6541185,KABERAMAIDO,UG654118,KABERAMAIDO,UG654,NORTH EAST,UG6,Uganda,UG
NGARIAM,UG6431015,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
TOROMA,UG6431766,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
OKORE,UG6431018,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
KATAKWI,UG6431012,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
TOROMA TOWN COUNCIL,UG6431767,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
MAGORO,UG6431764,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
GETOM,UG6431014,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
AMUSIA,UG6431762,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
ONGONGOJA,UG6431019,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
USUK,UG6431017,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
GUYAGUYA,UG6431016,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
PALAM,UG64310110,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
OKULONYO,UG64310111,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
AKOBOI,UG6431011,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
ANGODINGOD,UG6431763,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
KAPUJAN,UG6431761,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
OMODOI,UG6431768,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
USUK TOWN COUNCIL,UG64310112,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
KATAKWI TOWN COUNCIL,UG6431013,USUK,UG643101,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
MAGORO TOWN COUNCIL,UG6431765,TOROMA,UG643176,KATAKWI,UG643,NORTH EAST,UG6,Uganda,UG
CENTRAL DIVISION,UG6202561,KOTIDO MUNICIPALITY,UG620256,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KAMOR,UG6205117,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
NAPUMPUM,UG6205116,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
NAKAPELIMORU,UG620514,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KANAIR,UG620519,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
RENGEN,UG620516,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
NORTH DIVISION,UG6202562,KOTIDO MUNICIPALITY,UG620256,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
SOUTH DIVISION,UG6202563,KOTIDO MUNICIPALITY,UG620256,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
LOKITELAEBU TOWN COUNCIL,UG620518,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
MAARU,UG6205115,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
PANYANGARA,UG620515,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
LOKWAKIAL,UG6205111,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
LOLETIO,UG6205112,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
WEST DIVISION,UG6202564,KOTIDO MUNICIPALITY,UG620256,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KAPETA,UG6205110,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KOTIDO,UG620512,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KACHERI TOWN COUNCIL,UG620517,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KACHERI,UG620511,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
LONGAROE,UG6205114,JIE,UG62051,KOTIDO,UG620,NORTH EAST,UG6,Uganda,UG
KAKURES,UG6212143,KANYUM,UG621214,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
ONGINO,UG621527,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
NYERO,UG621526,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
SOUTH DIVISION,UG6212442,KUMI MUNICIPALITY,UG621244,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
MUKONGORO,UG6212145,KANYUM,UG621214,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
KADAMI,UG6212141,KANYUM,UG621214,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
TISAI,UG6215210,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
KAMACA,UG6212144,KANYUM,UG621214,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
KUMI,UG621523,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
OGOOMA,UG621529,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
KANYUM,UG6212142,KANYUM,UG621214,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
ATUTUR,UG621521,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
KANAPA,UG621528,KUMI,UG62152,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
NORTH DIVISION,UG6212441,KUMI MUNICIPALITY,UG621244,KUMI,UG621,NORTH EAST,UG6,Uganda,UG
KATIKEKILE,UG6282341,TEPETH,UG628234,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
RUPA,UG628703,MATHENIKO,UG62870,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
TAPAC,UG6282344,TEPETH,UG628234,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
LOTISAN,UG628706,MATHENIKO,UG62870,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
LOPUTUK,UG628705,MATHENIKO,UG62870,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
NADUNGET,UG628702,MATHENIKO,UG62870,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
NORTH DIVISION,UG628711,MOROTO MUNICIPALITY,UG62871,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
SOUTH DIVISION,UG628712,MOROTO MUNICIPALITY,UG62871,MOROTO,UG628,NORTH EAST,UG6,Uganda,UG
KAKOMONGOLE,UG6561211,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
LORENG,UG6561217,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
MORUITA,UG6561212,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
LOREGAE,UG6561215,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
LEMUSUI,UG6561218,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
NAMALU,UG6561214,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
KAAWACH,UG6561216,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
NAKAPIRIPIRIT TOWN COUNCIL,UG6561213,CHEKWII,UG656121,NAKAPIRIPIRIT,UG656,NORTH EAST,UG6,Uganda,UG
LOKITEDED TOWN COUNCIL,UG61076913,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
APEITOLIM,UG6107699,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
LOKOPO,UG6107692,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
LOTOME,UG6107694,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
NGOLERIET,UG6107696,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
LOPEI,UG6107693,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
IRIIRI,UG6107691,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
NABWAL,UG61076910,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
MATANY TOWN COUNCIL,UG61076914,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
MATANY,UG6107695,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
LORENGECORA,UG6107697,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
PORON,UG61076911,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
KANGOLE TOWN COUNCIL,UG61076912,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
NAPAK TOWN COUNCIL,UG6107698,BOKORA,UG610769,NAPAK,UG6107,NORTH EAST,UG6,Uganda,UG
AGIRIGIROI,UG6108538,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
KOBWIN,UG6108532,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
